Left,Right,Count
1.8181818181818181,2.02,23494
2.02,2.2218181818181817,36219
2.2218181818181817,2.423636363636364,40299
2.423636363636364,2.6254545454545455,41948
2.6254545454545455,2.827272727272727,41149
2.827272727272727,3.0290909090909093,41309
3.0290909090909093,3.230909090909091,40056
3.230909090909091,3.4327272727272726,41095
3.4327272727272726,3.6345454545454547,40988
3.6345454545454547,3.836363636363637,41843
3.836363636363637,4.038181818181818,42060
4.038181818181818,4.24,39130
4.24,4.441818181818182,39855
4.441818181818182,4.643636363636364,41173
4.643636363636364,4.845454545454546,41774
4.845454545454546,5.047272727272728,40998
5.047272727272728,5.249090909090909,39509
5.249090909090909,5.450909090909091,41551
5.450909090909091,5.652727272727273,42094
5.652727272727273,5.854545454545455,41756
5.854545454545455,6.056363636363637,41367
6.056363636363637,6.258181818181819,41048
6.258181818181819,6.460000000000001,39175
6.460000000000001,6.661818181818182,39161
6.661818181818182,6.863636363636364,42700
6.863636363636364,7.065454545454546,41037
7.065454545454546,7.267272727272728,39578
7.267272727272728,7.46909090909091,40609
7.46909090909091,7.670909090909092,39634
7.670909090909092,7.872727272727274,40044
7.872727272727274,8.074545454545454,38955
8.074545454545454,8.276363636363637,35917
8.276363636363637,8.478181818181818,34655
8.478181818181818,8.68,33361
8.68,8.881818181818183,31130
8.881818181818183,9.083636363636364,30328
9.083636363636364,9.285454545454545,27736
9.285454545454545,9.487272727272728,27003
9.487272727272728,9.68909090909091,25974
9.68909090909091,9.890909090909092,25247
9.890909090909092,10.092727272727274,22904
10.092727272727274,10.294545454545455,22302
10.294545454545455,10.496363636363638,20905
10.496363636363638,10.69818181818182,21282
10.69818181818182,10.9,19514
10.9,11.101818181818183,19177
11.101818181818183,11.303636363636365,17899
11.303636363636365,11.505454545454546,17278
11.505454545454546,11.707272727272729,16128
11.707272727272729,11.90909090909091,16813
11.90909090909091,12.110909090909093,14019
12.110909090909093,12.312727272727274,14552
12.312727272727274,12.514545454545456,13678
12.514545454545456,12.716363636363639,13483
12.716363636363639,12.91818181818182,12701
12.91818181818182,13.120000000000001,12465
13.120000000000001,13.321818181818184,11319
13.321818181818184,13.523636363636365,11371
13.523636363636365,13.725454545454546,10367
13.725454545454546,13.92727272727273,10939
13.92727272727273,14.12909090909091,10286
14.12909090909091,14.330909090909092,8480
14.330909090909092,14.532727272727275,9149
14.532727272727275,14.734545454545456,8614
14.734545454545456,14.936363636363637,8197
14.936363636363637,15.13818181818182,8071
15.13818181818182,15.340000000000002,7749
15.340000000000002,15.541818181818183,6919
15.541818181818183,15.743636363636366,6918
15.743636363636366,15.945454545454547,7157
15.945454545454547,16.14727272727273,5783
16.14727272727273,16.34909090909091,6016
16.34909090909091,16.55090909090909,5492
16.55090909090909,16.752727272727274,5304
16.752727272727274,16.954545454545457,5278
16.954545454545457,17.156363636363636,4962
17.156363636363636,17.35818181818182,4314
17.35818181818182,17.560000000000002,4447
17.560000000000002,17.76181818181818,4305
17.76181818181818,17.963636363636365,3734
17.963636363636365,18.165454545454544,3841
18.165454545454544,18.367272727272727,3432
18.367272727272727,18.56909090909091,3172
18.56909090909091,18.77090909090909,3162
18.77090909090909,18.972727272727273,3077
18.972727272727273,19.174545454545456,2415
19.174545454545456,19.376363636363635,2185
19.376363636363635,19.578181818181818,2266
19.578181818181818,19.78,2263
19.78,19.98181818181818,1532
19.98181818181818,20.183636363636364,2046
20.183636363636364,20.385454545454547,1212
20.385454545454547,20.587272727272726,1408
20.587272727272726,20.78909090909091,1069
20.78909090909091,20.990909090909092,918
20.990909090909092,21.19272727272727,917
21.19272727272727,21.394545454545455,774
21.394545454545455,21.596363636363638,305
21.596363636363638,21.79818181818182,315
21.79818181818182,22.0,461
